RISC-V Processor,Kernel,Run Host ID,Transaction Size (bytes),Number of Transactions,Latency (cycles),Bandwidth (bytes/cycle)
riscv_1,Receiver,71680,64,1,721.0,0.08876560332871013
riscv_1,Receiver,72704,128,1,720.0,0.17777777777777778
riscv_1,Receiver,73728,256,1,722.0,0.3545706371191136
riscv_1,Receiver,74752,512,1,734.0,0.6975476839237057
riscv_1,Receiver,75776,1024,1,737.0,1.389416553595658
riscv_1,Receiver,76800,2048,1,758.0,2.7018469656992083
riscv_1,Receiver,77824,4096,1,788.0,5.197969543147208
riscv_1,Receiver,78848,8192,1,860.0,9.525581395348837
riscv_1,Receiver,79872,16384,1,992.0,16.516129032258064
riscv_1,Receiver,80896,32768,1,1428.0,22.946778711484594
riscv_1,Receiver,81920,65536,1,2288.0,28.643356643356643
riscv_1,Receiver,82944,131072,1,4001.0,32.75981004748813
riscv_1,Receiver,83968,262144,1,7451.0,35.1823916252852
riscv_1,Receiver,84992,524288,1,14375.0,36.47220869565217
riscv_1,Receiver,86016,64,4,2052.0,0.12475633528265107
riscv_1,Receiver,87040,128,4,2045.0,0.25036674816625915
riscv_1,Receiver,88064,256,4,2054.0,0.498539435248296
riscv_1,Receiver,89088,512,4,2057.0,0.9956246961594555
riscv_1,Receiver,90112,1024,4,2076.0,1.9730250481695568
riscv_1,Receiver,91136,2048,4,2132.0,3.8424015009380863
riscv_1,Receiver,92160,4096,4,2282.0,7.179666958808063
riscv_1,Receiver,93184,8192,4,2535.0,12.926232741617357
riscv_1,Receiver,94208,16384,4,3102.0,21.12701482914249
riscv_1,Receiver,95232,32768,4,4413.0,29.701336958984818
riscv_1,Receiver,96256,65536,4,7125.0,36.79214035087719
riscv_1,Receiver,97280,131072,4,12392.0,42.308586184635246
riscv_1,Receiver,98304,262144,4,23043.0,45.505185956689665
riscv_1,Receiver,99328,524288,4,44310.0,47.329090498758745
riscv_1,Receiver,100352,64,16,7395.0,0.13847194050033806
riscv_1,Receiver,101376,128,16,7381.0,0.27746917761820894
riscv_1,Receiver,102400,256,16,7402.0,0.553363955687652
riscv_1,Receiver,103424,512,16,7424.0,1.103448275862069
riscv_1,Receiver,104448,1024,16,7394.0,2.2158506897484447
riscv_1,Receiver,105472,2048,16,7656.0,4.280041797283177
riscv_1,Receiver,106496,4096,16,8202.0,7.990246281394782
riscv_1,Receiver,107520,8192,16,9296.0,14.099827882960414
riscv_1,Receiver,108544,16384,16,11485.0,22.824902046147148
riscv_1,Receiver,109568,32768,16,16487.0,31.80008491538788
riscv_1,Receiver,110592,65536,16,26248.0,39.94879609875038
riscv_1,Receiver,111616,131072,16,46349.0,45.24697404474746
riscv_1,Receiver,112640,262144,16,85399.0,49.11420508436867
riscv_1,Receiver,113664,524288,16,164424.0,51.01814820220892
riscv_1,Receiver,114688,64,64,28741.0,0.14251417835148394
riscv_1,Receiver,115712,128,64,28783.0,0.28461244484591597
riscv_1,Receiver,116736,256,64,28674.0,0.5713887145148916
riscv_1,Receiver,117760,512,64,28813.0,1.1372644292506855
riscv_1,Receiver,118784,1024,64,28764.0,2.2784035600055623
riscv_1,Receiver,119808,2048,64,29620.0,4.425118163403106
riscv_1,Receiver,120832,4096,64,31770.0,8.251306263770854
riscv_1,Receiver,121856,8192,64,36222.0,14.474297388327535
riscv_1,Receiver,122880,16384,64,45013.0,23.294959233999066
riscv_1,Receiver,123904,32768,64,64570.0,32.478736255226885
riscv_1,Receiver,124928,65536,64,103000.0,40.721398058252426
riscv_1,Receiver,125952,131072,64,180743.0,46.4118001803666
riscv_1,Receiver,126976,262144,64,335060.0,50.072273622634754
riscv_1,Receiver,128000,524288,64,644620.0,52.05304210232385
riscv_1,Receiver,129024,64,256,114579.0,0.1429930441005769
riscv_1,Receiver,130048,128,256,114284.0,0.28672430086451295
riscv_1,Receiver,131072,256,256,114104.0,0.5743532216223796
riscv_1,Receiver,132096,512,256,114069.0,1.149058902944709
riscv_1,Receiver,133120,1024,256,114939.0,2.2807228181905184
riscv_1,Receiver,134144,2048,256,117164.0,4.474821617561708
riscv_1,Receiver,135168,4096,256,126404.0,8.295433688807316
riscv_1,Receiver,136192,8192,256,143616.0,14.602495543672013
riscv_1,Receiver,137216,16384,256,178281.0,23.52636568114381
riscv_1,Receiver,138240,32768,256,255430.0,32.84112281251223
riscv_1,Receiver,139264,65536,256,409926.0,40.92742592565487
riscv_1,Receiver,140288,131072,256,717633.0,46.757091716796744
riscv_1,Receiver,141312,262144,256,1341463.0,50.026623171865346
riscv_1,Receiver,142336,524288,256,2567247.0,52.28080040603806
